time, counter, id, level, hp, bar_type, damage, score, proximity, active, fps, type
11.57223,60,9289,1,1000,Linear HP Bar,0,0,7,2.45714285714286,17,3,Atomic
12.57529,59,9289,1,999,Linear HP Bar,1,3,4,3.4,17,60,Atomic
13.22464,60,9289,1,1000,Linear HP Bar,0,0,7,2.45714285714286,17,3,Atomic
14.36774,59,9289,1,1000,Linear HP Bar,0,0,7,2.85714285714286,18,69,Atomic
8.093855,60,6487,1,1000,Linear HP Bar,0,0,6,2.66666666666667,17,3,Atomic
1.352834,60,476,1,1000,Linear HP Bar,0,0,6,2.7,17,3,Atomic
2.352852,59,476,1,1000,Linear HP Bar,0,3,4,3.4,19,60,Atomic
3.727915,58,476,1,1000,Linear HP Bar,0,4,0,0,17,83,Atomic
1.005833,60,9531,1,1000,Linear HP Bar,0,0,6,2.93333333333333,19,22,Atomic
2.016398,59,9531,1,1000,Linear HP Bar,0,4,2,3,17,61,Atomic
3.374865,58,9531,1,1000,Linear HP Bar,0,1,1,2.4,17,82,Atomic
1.10691,60,1288,1,1000,Linear HP Bar,0,0,7,2.48571428571429,17,3,Atomic
2.118552,59,1288,1,1000,Linear HP Bar,0,3,4,3.5,19,61,Atomic
3.453835,60,1288,1,1000,Linear HP Bar,0,0,7,2.51428571428572,17,3,Atomic
7.881374,60,1288,2,1000,Linear HP Bar,0,0,4,2.8,5,3,Atomic
8.892804,59,1288,2,1000,Linear HP Bar,0,2,4,3,8,61,Atomic
9.902753,58,1288,2,1000,Linear HP Bar,0,3,1,2.2,8,61,Atomic
1.427652,60,7197,1,999,Linear HP Bar,1,0,4,2.5,5,3,Atomic
2.438377,59,7197,1,938,Linear HP Bar,61,0,4,2.9,5,61,Atomic
3.448789,58,7197,1,900,Linear HP Bar,38,0,1,2.8,5,61,Atomic
4.459476,57,7197,1,900,Linear HP Bar,0,0,3,2,9,61,Atomic
5.46953,56,7197,1,900,Linear HP Bar,0,0,0,0,12,59,Atomic
6.479958,55,7197,1,900,Linear HP Bar,0,0,0,0,12,61,Atomic
7.490525,54,7197,1,870,Linear HP Bar,30,0,2,3.8,12,61,Atomic
8.501096,53,7197,1,870,Linear HP Bar,0,0,0,0,14,61,Atomic
9.51203,52,7197,1,870,Linear HP Bar,0,0,1,1.4,21,61,Atomic
10.52321,51,7197,1,822,Linear HP Bar,48,3,5,2.75,23,61,Atomic
11.53279,50,7197,1,726,Linear HP Bar,96,8,2,3.8,20,61,Atomic
12.54358,49,7197,1,726,Linear HP Bar,0,1,2,4.1,17,61,Atomic
13.55393,48,7197,1,673,Linear HP Bar,53,7,3,4.4,18,61,Atomic
14.56458,47,7197,1,628,Linear HP Bar,45,4,4,3.1875,21,61,Atomic
15.57556,46,7197,1,601,Linear HP Bar,27,6,1,5,17,61,Atomic
16.58562,45,7197,1,594,Linear HP Bar,7,0,1,4.30000000000001,15,61,Atomic
17.59668,44,7197,1,580,Linear HP Bar,14,1,2,3.45,16,61,Atomic
18.60676,43,7197,1,501,Linear HP Bar,79,4,3,4.20000000000001,15,61,Atomic
19.61779,42,7197,1,492,Linear HP Bar,9,3,0,0,14,61,Atomic
20.62789,41,7197,1,481,Linear HP Bar,11,2,4,4.5625,9,61,Atomic
21.63847,40,7197,1,434,Linear HP Bar,47,3,2,3,9,61,Atomic
22.64902,39,7197,1,415,Linear HP Bar,19,6,2,2.775,11,61,Atomic
23.65959,38,7197,1,369,Linear HP Bar,46,6,3,4.03333333333334,8,61,Atomic
24.67018,37,7197,1,332,Linear HP Bar,37,3,2,3.52500000000001,5,61,Atomic
25.68073,36,7197,1,332,Linear HP Bar,0,5,0,0,3,61,Atomic
26.44279,35,7197,1,332,Linear HP Bar,668,62,0,0,3,61,Victory
1.004715,60,5339,1,997,Linear HP Bar,3,0,4,2.5,5,5,Atomic
2.015336,59,5339,1,937,Linear HP Bar,60,1,3,3.06666666666667,5,61,Atomic
3.025848,58,5339,1,917,Linear HP Bar,20,1,2,4,4,61,Atomic
4.03654,57,5339,1,917,Linear HP Bar,0,3,1,3.4,4,61,Atomic
5.047716,56,5339,1,917,Linear HP Bar,0,2,0,0,1,61,Atomic
6.058892,55,5339,1,917,Linear HP Bar,0,1,0,0,1,61,Atomic
6.323713,55,5339,1,917,Linear HP Bar,83,8,0,0,1,61,Victory
7.4668,55,5339,2,917,Linear HP Bar,0,0,0,0,0,85,Atomic
7.503791,60,5339,2,999,Linear HP Bar,1,0,7,2.45714285714286,17,3,Atomic
8.51436,59,5339,2,927,Linear HP Bar,72,3,5,2.92,19,61,Atomic
9.524927,58,5339,2,905,Linear HP Bar,22,4,2,2.8,15,61,Atomic
10.53609,57,5339,2,905,Linear HP Bar,0,4,2,3.275,15,61,Atomic
11.54648,56,5339,2,905,Linear HP Bar,0,2,0,0,16,61,Atomic
12.55762,55,5339,2,905,Linear HP Bar,0,0,2,2.4,17,61,Atomic
13.5672,54,5339,2,876,Linear HP Bar,29,3,3,4.66666666666667,17,61,Atomic
1.383739,60,7326,1,999,Linear HP Bar,1,0,4,2.5,5,3,Atomic
2.394728,59,7326,1,938,Linear HP Bar,61,0,4,2.9,5,61,Atomic
3.404876,58,7326,1,910,Linear HP Bar,28,3,1,2.8,3,61,Atomic
4.415442,57,7326,1,910,Linear HP Bar,0,1,1,3.4,3,61,Atomic
5.42601,56,7326,1,910,Linear HP Bar,0,1,1,1.6,2,61,Atomic
6.436578,55,7326,1,910,Linear HP Bar,0,1,0,0,1,61,Atomic
6.784476,55,7326,1,910,Linear HP Bar,90,6,0,0,1,61,Victory
1.01563,60,7482,1,988,Linear HP Bar,12,0,4,2.5,5,14,Atomic
2.0265,59,7482,1,927,Linear HP Bar,61,0,5,2.8,5,61,Atomic
3.036854,58,7482,1,866,Linear HP Bar,61,1,3,3.66666666666667,5,61,Atomic
4.047646,57,7482,1,816,Linear HP Bar,50,4,3,2.06666666666667,7,61,Atomic
5.057895,56,7482,1,816,Linear HP Bar,0,1,2,2,5,61,Atomic
1.087371,60,2786,1,999,Linear HP Bar,1,0,4,2.5,5,3,Atomic
2.098371,59,2786,1,938,Linear HP Bar,61,0,4,2.9,5,61,Atomic
3.10884,58,2786,1,914,Linear HP Bar,24,4,1,2.8,3,61,Atomic
4.102839,57,2786,1,914,Linear HP Bar,86,6,1,2.8,3,61,Victory
1.000116,60,3405,1,988,Linear HP Bar,12,0,4,2.5,5,14,Atomic
2.010357,59,3405,1,927,Linear HP Bar,61,0,4,2.9,5,61,Atomic
3.022282,58,3405,1,866,Linear HP Bar,61,0,3,3.66666666666667,5,61,Atomic
4.033026,57,3405,1,805,Linear HP Bar,61,0,5,3.32,8,61,Atomic
5.043096,56,3405,1,739,Linear HP Bar,66,5,3,3.13333333333333,8,61,Atomic
6.053435,55,3405,1,731,Linear HP Bar,8,4,1,2.4,4,61,Atomic
7.064051,54,3405,1,731,Linear HP Bar,0,3,1,2.8,4,61,Atomic
7.776782,53,3405,1,731,Linear HP Bar,269,13,1,2.8,4,61,Victory
1.00684,60,2350,1,977,Linear HP Bar,23,0,4,2.5,5,25,Atomic
2.017408,59,2350,1,930,Linear HP Bar,47,1,2,3.6,5,61,Atomic
3.028184,58,2350,1,930,Linear HP Bar,0,2,2,3,4,61,Atomic
4.038633,57,2350,1,930,Linear HP Bar,0,2,1,1.6,4,61,Atomic
5.049107,56,2350,1,930,Linear HP Bar,0,0,1,2,4,61,Atomic
6.064884,55,2350,1,930,Linear HP Bar,0,0,1,2.6,4,61,Atomic
7.075927,54,2350,1,930,Linear HP Bar,0,0,1,3,4,61,Atomic
8.082006,53,2350,1,930,Linear HP Bar,0,0,2,2.5,8,60,Atomic
1.009185,60,6050,1,982,Linear HP Bar,18,0,4,2.5,5,20,Atomic
2.019367,59,6050,1,938,Linear HP Bar,44,3,1,2.6,4,61,Atomic
3.029934,58,6050,1,938,Linear HP Bar,0,2,0,0,2,61,Atomic
3.7423,57,6050,1,938,Linear HP Bar,62,5,0,0,2,61,Victory
1.166757,60,333,1,999,Linear HP Bar,1,0,4,2.5,5,3,Atomic
2.178219,59,333,1,938,Linear HP Bar,61,0,4,2.9,5,61,Atomic
3.187895,58,333,1,877,Linear HP Bar,61,2,3,3.46666666666667,5,61,Atomic
4.194569,57,333,1,876,Linear HP Bar,1,2,0,0,3,60,Atomic
5.205091,56,333,1,861,Linear HP Bar,15,1,2,2.175,4,61,Atomic
6.215711,55,333,1,861,Linear HP Bar,0,3,0,0,2,61,Atomic
7.226716,54,333,1,861,Linear HP Bar,0,0,0,0,1,61,Atomic
7.541425,54,333,1,861,Linear HP Bar,139,8,0,0,1,61,Victory
8.385891,54,333,2,861,Linear HP Bar,0,0,0,0,0,70,Atomic
8.422626,60,333,2,999,Linear HP Bar,1,0,6,2.73333333333333,17,3,Atomic
9.433248,59,333,2,938,Linear HP Bar,61,0,6,2.8,19,61,Atomic
10.44376,58,333,2,920,Linear HP Bar,18,3,1,2,17,61,Atomic
11.45433,57,333,2,920,Linear HP Bar,0,2,1,2.6,18,61,Atomic
12.4649,56,333,2,897,Linear HP Bar,23,3,4,3.5,21,61,Atomic
13.47573,55,333,2,868,Linear HP Bar,29,4,1,1.8,24,61,Atomic
14.48603,54,333,2,868,Linear HP Bar,0,3,0,0,25,61,Atomic
15.49687,53,333,2,868,Linear HP Bar,0,0,3,2.21666666666667,28,61,Atomic
16.51243,52,333,2,803,Linear HP Bar,65,6,2,3.1,32,61,Atomic
17.52303,51,333,2,801,Linear HP Bar,2,2,3,2.96666666666667,30,61,Atomic
18.53369,50,333,2,759,Linear HP Bar,42,6,3,4.33333333333333,29,61,Atomic
19.5442,49,333,2,740,Linear HP Bar,19,3,0,0,28,61,Atomic
20.5547,48,333,2,740,Linear HP Bar,0,3,1,2.2,31,61,Atomic
21.56526,47,333,2,701,Linear HP Bar,39,3,4,4.1,29,61,Atomic
22.57583,46,333,2,683,Linear HP Bar,18,4,1,5,27,61,Atomic
23.5864,45,333,2,621,Linear HP Bar,62,2,6,4.96666666666667,27,61,Atomic
24.59702,44,333,2,501,Linear HP Bar,120,4,0,0,29,61,Atomic
25.60797,43,333,2,467,Linear HP Bar,34,4,0,0,29,61,Atomic
26.6181,42,333,2,467,Linear HP Bar,0,1,0,0,30,61,Atomic
1.008253,60,7882,1,980,Linear HP Bar,20,0,4,2.5,5,22,Atomic
2.01865,59,7882,1,919,Linear HP Bar,61,0,4,3.1,5,61,Atomic
3.029214,58,7882,1,895,Linear HP Bar,24,3,1,3,4,61,Atomic
4.039781,57,7882,1,895,Linear HP Bar,0,3,1,1.2,6,61,Atomic
5.050348,56,7882,1,895,Linear HP Bar,0,2,1,1.6,3,61,Atomic
6.060914,55,7882,1,895,Linear HP Bar,0,1,0,0,2,61,Atomic
6.707015,54,7882,1,895,Linear HP Bar,105,9,0,0,2,61,Victory
7.618181,54,7882,2,895,Linear HP Bar,0,0,0,0,0,94,Atomic
7.654747,60,7882,2,999,Linear HP Bar,1,0,6,2.66666666666667,17,3,Atomic
8.665319,59,7882,2,925,Linear HP Bar,74,1,8,2.825,20,61,Atomic
9.675883,58,7882,2,877,Linear HP Bar,48,6,2,2.7,17,61,Atomic
10.68645,57,7882,2,870,Linear HP Bar,7,3,2,2.5,13,61,Atomic
11.69734,56,7882,2,870,Linear HP Bar,0,3,2,2.1,16,61,Atomic
12.70758,55,7882,2,811,Linear HP Bar,59,3,3,3.53333333333333,17,61,Atomic
13.71815,54,7882,2,805,Linear HP Bar,6,2,2,2.6,18,61,Atomic
1.01318,60,5563,1,983,Linear HP Bar,17,0,4,2.5,5,19,Atomic
2.023747,59,5563,1,922,Linear HP Bar,61,1,3,3.26666666666667,5,61,Atomic
3.034605,58,5563,1,921,Linear HP Bar,1,2,1,3,3,61,Atomic
4.044881,57,5563,1,921,Linear HP Bar,0,3,1,1.4,4,61,Atomic
5.055839,56,5563,1,921,Linear HP Bar,0,1,0,0,2,61,Atomic
5.353647,55,5563,1,921,Linear HP Bar,79,7,0,0,2,61,Victory
6.381658,55,5563,2,921,Linear HP Bar,0,0,0,0,0,80,Atomic
6.418146,60,5563,2,999,Linear HP Bar,1,0,7,2.45714285714286,17,3,Atomic
7.429278,59,5563,2,952,Linear HP Bar,47,1,5,3,18,61,Atomic
8.439364,58,5563,2,885,Linear HP Bar,67,6,3,2.26666666666667,17,61,Atomic
9.44985,57,5563,2,871,Linear HP Bar,14,4,0,0,13,61,Atomic
10.46043,56,5563,2,871,Linear HP Bar,0,0,0,0,11,61,Atomic
11.47098,55,5563,2,836,Linear HP Bar,35,3,3,4.33333333333333,14,61,Atomic
12.48155,54,5563,2,809,Linear HP Bar,27,3,4,4.55,14,61,Atomic
13.49228,53,5563,2,751,Linear HP Bar,58,7,3,2,14,61,Atomic
14.50323,52,5563,2,750,Linear HP Bar,1,4,1,1.6,14,61,Atomic
15.51325,51,5563,2,731,Linear HP Bar,19,1,4,3.1625,12,61,Atomic
16.52382,50,5563,2,705,Linear HP Bar,26,5,3,4.4,9,61,Atomic
17.53438,49,5563,2,657,Linear HP Bar,48,4,1,4.8,7,61,Atomic
18.54498,48,5563,2,656,Linear HP Bar,1,3,4,2.3,6,61,Atomic
19.55595,47,5563,2,611,Linear HP Bar,45,3,3,1.66666666666667,7,61,Atomic
20.56656,46,5563,2,605,Linear HP Bar,6,3,1,0.699999999999999,2,61,Atomic
21.57673,45,5563,2,605,Linear HP Bar,0,1,0,0,1,61,Atomic
22.04052,44,5563,2,605,Linear HP Bar,395,48,0,0,1,61,Victory
23.38298,44,5563,3,605,Linear HP Bar,0,0,0,0,0,109,Atomic
23.41899,60,5563,3,1000,Linear HP Bar,0,0,0,0,20,3,Atomic
24.42966,59,5563,3,1000,Linear HP Bar,0,0,0,0,23,61,Atomic
25.44065,58,5563,3,1000,Linear HP Bar,0,0,0,0,23,61,Atomic
26.45072,57,5563,3,1000,Linear HP Bar,0,0,3,2.26666666666667,25,61,Atomic
27.46181,56,5563,3,934,Linear HP Bar,66,4,3,3,29,61,Atomic
28.47182,55,5563,3,776,Linear HP Bar,158,6,9,4.17777777777778,28,61,Atomic
29.48308,54,5563,3,699,Linear HP Bar,77,8,2,3,26,61,Atomic
30.49296,53,5563,3,687,Linear HP Bar,12,2,1,2.4,26,61,Atomic
31.50352,52,5563,3,637,Linear HP Bar,50,4,7,3.69285714285715,25,61,Atomic
32.51423,51,5563,3,561,Linear HP Bar,76,8,1,1.4,24,61,Atomic
33.52466,50,5563,3,561,Linear HP Bar,0,2,0,0,20,61,Atomic
34.53539,49,5563,3,533,Linear HP Bar,28,1,7,2.24285714285715,24,61,Atomic
35.54579,48,5563,3,495,Linear HP Bar,38,7,0,0,22,61,Atomic
1.015908,60,2801,1,993,Linear HP Bar,7,0,4,2.5,5,9,Atomic
2.026477,59,2801,1,932,Linear HP Bar,61,1,3,3.06666666666667,5,61,Atomic
3.03713,58,2801,1,900,Linear HP Bar,32,4,0,0,3,61,Atomic
4.047607,57,2801,1,900,Linear HP Bar,0,0,0,0,1,61,Atomic
4.776542,56,2801,1,900,Linear HP Bar,100,5,0,0,1,61,Victory
1.007556,60,2212,1,997,Linear HP Bar,3,0,4,2.5,5,5,Atomic
2.020464,59,2212,1,939,Linear HP Bar,58,1,3,3.06666666666667,5,53,Atomic
3.031014,58,2212,1,915,Linear HP Bar,24,3,1,3,4,61,Atomic
4.041689,57,2212,1,915,Linear HP Bar,0,1,1,2.75,1,61,Atomic
5.019023,56,2212,1,915,Linear HP Bar,85,6,1,2.75,1,61,Victory
5.914087,56,2212,2,915,Linear HP Bar,0,1,0,0,0,113,Atomic
5.950181,60,2212,2,999,Linear HP Bar,1,0,7,2.45714285714286,17,3,Atomic
6.951087,59,2212,2,936,Linear HP Bar,63,1,6,3.03333333333333,19,60,Atomic
7.961094,58,2212,2,886,Linear HP Bar,50,6,3,2.33333333333333,16,61,Atomic
8.972139,57,2212,2,874,Linear HP Bar,12,4,1,2.6,13,61,Atomic
9.982188,56,2212,2,843,Linear HP Bar,31,3,4,3.2,14,61,Atomic
10.99276,55,2212,2,776,Linear HP Bar,67,5,5,3.76,12,61,Atomic
12.0039,54,2212,2,721,Linear HP Bar,55,2,4,2.9,10,61,Atomic
13.01414,53,2212,2,714,Linear HP Bar,7,6,1,1.15,11,61,Atomic
14.0247,52,2212,2,695,Linear HP Bar,19,2,3,3.6,8,61,Atomic
15.03503,51,2212,2,657,Linear HP Bar,38,4,3,2.13333333333333,7,61,Atomic
16.04559,50,2212,2,652,Linear HP Bar,5,4,0,0,2,61,Atomic
17.05616,49,2212,2,652,Linear HP Bar,0,0,1,1.2,2,61,Atomic
18.06717,48,2212,2,652,Linear HP Bar,0,1,0,0,1,61,Atomic
18.33197,48,2212,2,652,Linear HP Bar,348,38,0,0,1,61,Victory
1.01324,60,5573,1,992,Linear HP Bar,8,0,4,2.5,5,10,Atomic
2.018254,59,5573,1,944,Linear HP Bar,48,1,3,3.06666666666667,5,60,Atomic
3.029281,58,5573,1,895,Linear HP Bar,49,4,1,3,4,61,Atomic
4.03939,57,5573,1,876,Linear HP Bar,19,2,3,1.26666666666667,7,61,Atomic
1.013615,60,4773,1,986,Linear HP Bar,14,0,4,2.5,5,16,Atomic
2.024277,59,4773,1,925,Linear HP Bar,61,0,4,3.1,5,62,Atomic
3.034791,58,4773,1,864,Linear HP Bar,61,0,4,3.5,5,61,Atomic
4.059155,57,4773,1,803,Linear HP Bar,61,0,4,3.8,7,53,Atomic
5.064575,56,4773,1,742,Linear HP Bar,61,0,6,3.33333333333333,10,56,Atomic
6.074656,55,4773,1,681,Linear HP Bar,61,0,6,3.66666666666667,10,61,Atomic
7.0855,54,4773,1,588,Linear HP Bar,93,0,6,3.56666666666667,11,61,Atomic
8.096068,53,4773,1,578,Linear HP Bar,10,0,0,0,14,61,Atomic
9.106633,52,4773,1,578,Linear HP Bar,0,0,0,0,18,61,Atomic
10.1505,51,4773,1,578,Linear HP Bar,0,0,0,0,18,56,Atomic
11.16314,50,4773,1,578,Linear HP Bar,0,0,0,0,19,54,Atomic
12.17322,49,4773,1,578,Linear HP Bar,0,0,0,0,23,61,Atomic
13.18419,48,4773,1,578,Linear HP Bar,0,0,0,0,28,61,Atomic
14.19419,47,4773,1,578,Linear HP Bar,0,0,0,0,30,61,Atomic
15.20476,46,4773,1,578,Linear HP Bar,0,0,0,0,31,61,Atomic
16.21479,45,4773,1,578,Linear HP Bar,0,0,0,0,33,44,Atomic
17.21776,44,4773,1,578,Linear HP Bar,0,0,0,0,39,49,Atomic
18.22259,43,4773,1,578,Linear HP Bar,0,0,0,0,46,50,Atomic
19.22371,42,4773,1,578,Linear HP Bar,0,0,0,0,46,58,Atomic
20.25994,41,4773,1,578,Linear HP Bar,0,0,0,0,47,54,Atomic
21.2613,40,4773,1,578,Linear HP Bar,0,0,0,0,52,53,Atomic
22.26672,39,4773,1,578,Linear HP Bar,0,0,0,0,55,60,Atomic
23.26904,38,4773,1,578,Linear HP Bar,0,0,0,0,58,60,Atomic
24.27977,37,4773,1,578,Linear HP Bar,0,0,0,0,59,61,Atomic
25.29235,36,4773,1,578,Linear HP Bar,0,0,0,0,62,61,Atomic
26.30291,34,4773,1,578,Linear HP Bar,0,0,0,0,64,61,Atomic
27.31383,33,4773,1,578,Linear HP Bar,0,0,0,0,67,61,Atomic
28.31524,32,4773,1,578,Linear HP Bar,0,0,0,0,70,60,Atomic
29.32724,31,4773,1,578,Linear HP Bar,0,0,0,0,72,61,Atomic
30.33831,30,4773,1,578,Linear HP Bar,0,0,0,0,75,60,Atomic
31.3563,29,4773,1,578,Linear HP Bar,0,0,0,0,77,56,Atomic
1.016094,60,4496,1,980,Linear HP Bar,20,0,4,2.5,5,22,Atomic
2.026662,59,4496,1,919,Linear HP Bar,61,0,3,3.26666666666667,5,61,Atomic
3.037228,58,4496,1,910,Linear HP Bar,9,2,2,4,5,61,Atomic
4.051209,57,4496,1,895,Linear HP Bar,15,5,1,3.6,5,61,Atomic
5.061452,56,4496,1,895,Linear HP Bar,0,1,1,1.6,3,61,Atomic
6.072493,55,4496,1,895,Linear HP Bar,0,1,0,0,1,61,Atomic
7.082733,54,4496,1,895,Linear HP Bar,0,0,0,0,1,61,Atomic
8.093554,53,4496,1,895,Linear HP Bar,0,0,1,1.45,1,61,Atomic
9.104734,52,4496,1,895,Linear HP Bar,0,0,1,2.05,1,61,Atomic
10.11443,51,4496,1,895,Linear HP Bar,0,0,1,2.45,1,61,Atomic
